County Name,Year,Attribute,Value,State
JACKSON,2023,Total Expenditures,26565941,Iowa
JACKSON,2023,Total Ending Balance,7962525,Iowa
JACKSON,2023,Total Requirements,34528466,Iowa
JACKSON,2007,Total Expenditures,12947526,Iowa
JACKSON,2007,Total Ending Balance,4040255,Iowa
JACKSON,2007,Total Requirements,16987781,Iowa
JACKSON,2018,Total Expenditures,15571676,Iowa
JACKSON,2018,Total Ending Balance,7502309,Iowa
JACKSON,2018,Total Requirements,23073985,Iowa
JACKSON,2017,Total Expenditures,15399720,Iowa
JACKSON,2017,Total Ending Balance,5662965,Iowa
JACKSON,2017,Total Requirements,21062685,Iowa
JACKSON,2026,Total Expenditures,22428329,Iowa
JACKSON,2026,Total Ending Balance,7541603,Iowa
JACKSON,2026,Total Requirements,29969932,Iowa
JACKSON,2010,Total Expenditures,14779656,Iowa
JACKSON,2010,Total Ending Balance,3782665,Iowa
JACKSON,2010,Total Requirements,18562321,Iowa
JASPER,2021,Total Expenditures,38134103,Iowa
JASPER,2021,Total Ending Balance,8998361,Iowa
JASPER,2021,Total Requirements,47132464,Iowa
JASPER,2017,Total Expenditures,30124760,Iowa
JASPER,2017,Total Ending Balance,9529115,Iowa
JASPER,2017,Total Requirements,39653875,Iowa
JASPER,2007,Total Expenditures,25342208,Iowa
JASPER,2007,Total Ending Balance,3656366,Iowa
JASPER,2007,Total Requirements,28998574,Iowa
JASPER,2013,Total Expenditures,30991605,Iowa
JASPER,2013,Total Ending Balance,6911277,Iowa
JASPER,2013,Total Requirements,37902882,Iowa
JASPER,2012,Total Expenditures,32588957,Iowa
JASPER,2012,Total Ending Balance,5969161,Iowa
JASPER,2012,Total Requirements,38558118,Iowa
JASPER,2020,Total Expenditures,38924806,Iowa
JASPER,2020,Total Ending Balance,10507236,Iowa
JASPER,2020,Total Requirements,49432042,Iowa
JASPER,2016,Total Expenditures,35143327,Iowa
JASPER,2016,Total Ending Balance,4355502,Iowa
JASPER,2016,Total Requirements,39498829,Iowa
JASPER,2015,Total Expenditures,32577963,Iowa
JASPER,2015,Total Ending Balance,7450752,Iowa
JASPER,2015,Total Requirements,40028715,Iowa
JASPER,2023,Total Expenditures,46002588,Iowa
JASPER,2023,Total Ending Balance,16292885,Iowa
JASPER,2023,Total Requirements,62295473,Iowa
JASPER,2022,Total Expenditures,40645603,Iowa
JASPER,2022,Total Ending Balance,16586829,Iowa
JASPER,2022,Total Requirements,57232432,Iowa
JASPER,2006,Total Expenditures,27922219,Iowa
JASPER,2006,Total Ending Balance,4608474,Iowa
JASPER,2006,Total Requirements,32530693,Iowa
JASPER,2009,Total Expenditures,30655355,Iowa
JASPER,2009,Total Ending Balance,3819122,Iowa
JASPER,2009,Total Requirements,34474477,Iowa
JASPER,2025,Total Expenditures,42968144,Iowa
JASPER,2025,Total Ending Balance,13924895,Iowa
JASPER,2025,Total Requirements,56893039,Iowa
JASPER,2005,Total Expenditures,30925898,Iowa
JASPER,2005,Total Ending Balance,3907569,Iowa
JASPER,2005,Total Requirements,34833467,Iowa
JASPER,2019,Total Expenditures,34139282,Iowa
JASPER,2019,Total Ending Balance,8212597,Iowa
JASPER,2019,Total Requirements,42351879,Iowa
JASPER,2026,Total Expenditures,45991568,Iowa
JASPER,2026,Total Ending Balance,22113086,Iowa
JASPER,2026,Total Requirements,68104654,Iowa
JASPER,2018,Total Expenditures,37242953,Iowa
JASPER,2018,Total Ending Balance,2634662,Iowa
JASPER,2018,Total Requirements,39877615,Iowa
JASPER,2011,Total Expenditures,33065493,Iowa
JASPER,2011,Total Ending Balance,6015630,Iowa
JASPER,2011,Total Requirements,39081123,Iowa
JASPER,2010,Total Expenditures,29929115,Iowa
JASPER,2010,Total Ending Balance,6049585,Iowa
JASPER,2010,Total Requirements,35978700,Iowa
JASPER,2008,Total Expenditures,30617822,Iowa
JASPER,2008,Total Ending Balance,3822587,Iowa
JASPER,2008,Total Requirements,34440409,Iowa
JASPER,2024,Total Expenditures,40214385,Iowa
JASPER,2024,Total Ending Balance,14112407,Iowa
JASPER,2024,Total Requirements,54326792,Iowa
JASPER,2014,Total Expenditures,31490928,Iowa
JASPER,2014,Total Ending Balance,5861087,Iowa
JASPER,2014,Total Requirements,37352015,Iowa
JEFFERSON,2018,Total Expenditures,13907124,Iowa
JEFFERSON,2018,Total Ending Balance,4123674,Iowa
JEFFERSON,2018,Total Requirements,18030798,Iowa
JEFFERSON,2008,Total Expenditures,10133441,Iowa
JEFFERSON,2008,Total Ending Balance,2960747,Iowa
JEFFERSON,2008,Total Requirements,13094188,Iowa
JEFFERSON,2014,Total Expenditures,11573177,Iowa
JEFFERSON,2014,Total Ending Balance,3555850,Iowa
JEFFERSON,2014,Total Requirements,15129027,Iowa
JEFFERSON,2023,Total Expenditures,21353372,Iowa
JEFFERSON,2023,Total Ending Balance,5409133,Iowa
JEFFERSON,2023,Total Requirements,26762505,Iowa
JEFFERSON,2024,Total Expenditures,18169666,Iowa
JEFFERSON,2024,Total Ending Balance,4529736,Iowa
JEFFERSON,2024,Total Requirements,22699402,Iowa
JEFFERSON,2015,Total Expenditures,12103092,Iowa
JEFFERSON,2015,Total Ending Balance,3156671,Iowa
JEFFERSON,2015,Total Requirements,15259763,Iowa
JEFFERSON,2007,Total Expenditures,10025582,Iowa
JEFFERSON,2007,Total Ending Balance,2892041,Iowa
JEFFERSON,2007,Total Requirements,12917623,Iowa
JEFFERSON,2017,Total Expenditures,15576563,Iowa
JEFFERSON,2017,Total Ending Balance,3381216,Iowa
JEFFERSON,2017,Total Requirements,18957779,Iowa
JEFFERSON,2021,Total Expenditures,24106891,Iowa
JEFFERSON,2021,Total Ending Balance,3053307,Iowa
JEFFERSON,2021,Total Requirements,27160198,Iowa
JEFFERSON,2013,Total Expenditures,12529482,Iowa
JEFFERSON,2013,Total Ending Balance,2921223,Iowa
JEFFERSON,2013,Total Requirements,15450705,Iowa
JEFFERSON,2006,Total Expenditures,13284542,Iowa
JEFFERSON,2006,Total Ending Balance,2915725,Iowa
JEFFERSON,2006,Total Requirements,16200267,Iowa
JEFFERSON,2012,Total Expenditures,11749551,Iowa
JEFFERSON,2012,Total Ending Balance,2570942,Iowa
JEFFERSON,2012,Total Requirements,14320493,Iowa
JEFFERSON,2020,Total Expenditures,24259746,Iowa
JEFFERSON,2020,Total Ending Balance,3762726,Iowa
JEFFERSON,2020,Total Requirements,28022472,Iowa
JEFFERSON,2010,Total Expenditures,11866444,Iowa
JEFFERSON,2010,Total Ending Balance,2838617,Iowa
JEFFERSON,2010,Total Requirements,14705061,Iowa
JEFFERSON,2016,Total Expenditures,12303283,Iowa
JEFFERSON,2016,Total Ending Balance,2895216,Iowa
JEFFERSON,2016,Total Requirements,15198499,Iowa
JEFFERSON,2022,Total Expenditures,17920335,Iowa
JEFFERSON,2022,Total Ending Balance,3083458,Iowa
JEFFERSON,2022,Total Requirements,21003793,Iowa
JEFFERSON,2026,Total Expenditures,18516295,Iowa
JEFFERSON,2026,Total Ending Balance,5556741,Iowa
JEFFERSON,2026,Total Requirements,24073036,Iowa
JEFFERSON,2005,Total Expenditures,9915793,Iowa
JEFFERSON,2005,Total Ending Balance,6916156,Iowa
JEFFERSON,2005,Total Requirements,16831949,Iowa
JEFFERSON,2025,Total Expenditures,18594218,Iowa
JEFFERSON,2025,Total Ending Balance,3852512,Iowa
JEFFERSON,2025,Total Requirements,22446730,Iowa
JEFFERSON,2009,Total Expenditures,10376231,Iowa
JEFFERSON,2009,Total Ending Balance,2511519,Iowa
JEFFERSON,2009,Total Requirements,12887750,Iowa
JEFFERSON,2019,Total Expenditures,14024945,Iowa
JEFFERSON,2019,Total Ending Balance,3595362,Iowa
JEFFERSON,2019,Total Requirements,17620307,Iowa
JEFFERSON,2011,Total Expenditures,11575585,Iowa
JEFFERSON,2011,Total Ending Balance,2967162,Iowa
JEFFERSON,2011,Total Requirements,14542747,Iowa
JOHNSON,2011,Total Expenditures,92601309,Iowa
JOHNSON,2011,Total Ending Balance,13210946,Iowa
JOHNSON,2011,Total Requirements,105812255,Iowa
JOHNSON,2025,Total Expenditures,196924057,Iowa
JOHNSON,2025,Total Ending Balance,29854840,Iowa
JOHNSON,2025,Total Requirements,226778897,Iowa
JOHNSON,2007,Total Expenditures,66465830,Iowa
JOHNSON,2007,Total Ending Balance,10875641,Iowa
JOHNSON,2007,Total Requirements,77341471,Iowa
JOHNSON,2019,Total Expenditures,127174236,Iowa
JOHNSON,2019,Total Ending Balance,23982997,Iowa
JOHNSON,2019,Total Requirements,151157233,Iowa
JOHNSON,2015,Total Expenditures,111799335,Iowa
JOHNSON,2015,Total Ending Balance,18135646,Iowa
JOHNSON,2015,Total Requirements,129934981,Iowa
JOHNSON,2008,Total Expenditures,85041145,Iowa
JOHNSON,2008,Total Ending Balance,11141667,Iowa
JOHNSON,2008,Total Requirements,96182812,Iowa
JOHNSON,2014,Total Expenditures,100677036,Iowa
JOHNSON,2014,Total Ending Balance,24016604,Iowa
JOHNSON,2014,Total Requirements,124693640,Iowa
JOHNSON,2010,Total Expenditures,109086841,Iowa
JOHNSON,2010,Total Ending Balance,18123803,Iowa
JOHNSON,2010,Total Requirements,127210644,Iowa
JOHNSON,2018,Total Expenditures,128839637,Iowa
JOHNSON,2018,Total Ending Balance,20932807,Iowa
JOHNSON,2018,Total Requirements,149772444,Iowa
JOHNSON,2024,Total Expenditures,163810665,Iowa
JOHNSON,2024,Total Ending Balance,40605479,Iowa
JOHNSON,2024,Total Requirements,204416144,Iowa
JOHNSON,2023,Total Expenditures,156895174,Iowa
JOHNSON,2023,Total Ending Balance,43237454,Iowa
JOHNSON,2023,Total Requirements,200132628,Iowa
JOHNSON,2013,Total Expenditures,106845107,Iowa
JOHNSON,2013,Total Ending Balance,19380633,Iowa
JOHNSON,2013,Total Requirements,126225740,Iowa
JOHNSON,2021,Total Expenditures,143955068,Iowa
JOHNSON,2021,Total Ending Balance,25349359,Iowa
JOHNSON,2021,Total Requirements,169304427,Iowa
JOHNSON,2017,Total Expenditures,119975393,Iowa
JOHNSON,2017,Total Ending Balance,22551339,Iowa
JOHNSON,2017,Total Requirements,142526732,Iowa
JOHNSON,2006,Total Expenditures,61746181,Iowa
JOHNSON,2006,Total Ending Balance,10963335,Iowa
JOHNSON,2006,Total Requirements,72709516,Iowa
JOHNSON,2012,Total Expenditures,98814792,Iowa
JOHNSON,2012,Total Ending Balance,14278028,Iowa
JOHNSON,2012,Total Requirements,113092820,Iowa
JOHNSON,2020,Total Expenditures,138267795,Iowa
JOHNSON,2020,Total Ending Balance,23677104,Iowa
JOHNSON,2020,Total Requirements,161944899,Iowa
JOHNSON,2016,Total Expenditures,113207096,Iowa
JOHNSON,2016,Total Ending Balance,21930424,Iowa
JOHNSON,2016,Total Requirements,135137520,Iowa
JOHNSON,2022,Total Expenditures,144102331,Iowa
JOHNSON,2022,Total Ending Balance,25086765,Iowa
JOHNSON,2022,Total Requirements,169189096,Iowa
JOHNSON,2026,Total Expenditures,199579646,Iowa
JOHNSON,2026,Total Ending Balance,31728131,Iowa
JOHNSON,2026,Total Requirements,231307777,Iowa
JOHNSON,2009,Total Expenditures,101731353,Iowa
JOHNSON,2009,Total Ending Balance,13101679,Iowa
JOHNSON,2009,Total Requirements,114833032,Iowa
JOHNSON,2005,Total Expenditures,57731683,Iowa
JOHNSON,2005,Total Ending Balance,8294017,Iowa
JOHNSON,2005,Total Requirements,66025700,Iowa
JONES,2026,Total Expenditures,27415783,Iowa
JONES,2026,Total Ending Balance,11293724,Iowa
JONES,2026,Total Requirements,38709507,Iowa
JONES,2022,Total Expenditures,22200752,Iowa
JONES,2022,Total Ending Balance,7129780,Iowa
JONES,2022,Total Requirements,29330532,Iowa
JONES,2005,Total Expenditures,15105683,Iowa
JONES,2005,Total Ending Balance,3352109,Iowa
JONES,2005,Total Requirements,18457792,Iowa
JONES,2009,Total Expenditures,17496061,Iowa
JONES,2009,Total Ending Balance,2588064,Iowa
JONES,2009,Total Requirements,20084125,Iowa
JONES,2011,Total Expenditures,17289336,Iowa
JONES,2011,Total Ending Balance,1910948,Iowa
JONES,2011,Total Requirements,19200284,Iowa
JONES,2019,Total Expenditures,21881360,Iowa
JONES,2019,Total Ending Balance,6673292,Iowa
JONES,2019,Total Requirements,28554652,Iowa
JONES,2021,Total Expenditures,22932663,Iowa
JONES,2021,Total Ending Balance,5690206,Iowa
JONES,2021,Total Requirements,28622869,Iowa
JONES,2015,Total Expenditures,17424948,Iowa
JONES,2015,Total Ending Balance,4105487,Iowa
JONES,2015,Total Requirements,21530435,Iowa
JONES,2008,Total Expenditures,16568507,Iowa
JONES,2008,Total Ending Balance,2566251,Iowa
JONES,2008,Total Requirements,19134758,Iowa
JONES,2025,Total Expenditures,26893258,Iowa
JONES,2025,Total Ending Balance,8064477,Iowa
JONES,2025,Total Requirements,34957735,Iowa
JONES,2010,Total Expenditures,18240923,Iowa
JONES,2010,Total Ending Balance,1867829,Iowa
JONES,2010,Total Requirements,20108752,Iowa
JONES,2012,Total Expenditures,19348144,Iowa
JONES,2012,Total Ending Balance,2253101,Iowa
JONES,2012,Total Requirements,21601245,Iowa
JONES,2024,Total Expenditures,26394736,Iowa
JONES,2024,Total Ending Balance,8371976,Iowa
JONES,2024,Total Requirements,34766712,Iowa
JONES,2018,Total Expenditures,22341472,Iowa
JONES,2018,Total Ending Balance,7459499,Iowa
JONES,2018,Total Requirements,29800971,Iowa
JONES,2014,Total Expenditures,16805905,Iowa
JONES,2014,Total Ending Balance,3083868,Iowa
JONES,2014,Total Requirements,19889773,Iowa
JONES,2016,Total Expenditures,17963954,Iowa
JONES,2016,Total Ending Balance,5324125,Iowa
JONES,2016,Total Requirements,23288079,Iowa
JONES,2017,Total Expenditures,18492475,Iowa
JONES,2017,Total Ending Balance,7404647,Iowa
JONES,2017,Total Requirements,25897122,Iowa
JONES,2007,Total Expenditures,15784264,Iowa
JONES,2007,Total Ending Balance,2144870,Iowa
JONES,2007,Total Requirements,17929134,Iowa
JONES,2023,Total Expenditures,24454222,Iowa
JONES,2023,Total Ending Balance,10482113,Iowa
JONES,2023,Total Requirements,34936335,Iowa
JONES,2013,Total Expenditures,18156242,Iowa
JONES,2013,Total Ending Balance,2346674,Iowa
JONES,2013,Total Requirements,20502916,Iowa
JONES,2006,Total Expenditures,15467903,Iowa
JONES,2006,Total Ending Balance,2531379,Iowa
JONES,2006,Total Requirements,17999282,Iowa
JONES,2020,Total Expenditures,23717991,Iowa
JONES,2020,Total Ending Balance,4930998,Iowa
JONES,2020,Total Requirements,28648989,Iowa
KEOKUK,2009,Total Expenditures,9812187,Iowa
KEOKUK,2009,Total Ending Balance,3125443,Iowa
KEOKUK,2009,Total Requirements,12937630,Iowa
KEOKUK,2016,Total Expenditures,11745892,Iowa
KEOKUK,2016,Total Ending Balance,2724235,Iowa
KEOKUK,2016,Total Requirements,14470127,Iowa
KEOKUK,2023,Total Expenditures,18011156,Iowa
KEOKUK,2023,Total Ending Balance,4311705,Iowa
KEOKUK,2023,Total Requirements,22322861,Iowa
KEOKUK,2006,Total Expenditures,9992088,Iowa
KEOKUK,2006,Total Ending Balance,1774057,Iowa
KEOKUK,2006,Total Requirements,11766145,Iowa
KEOKUK,2022,Total Expenditures,14288704,Iowa
KEOKUK,2022,Total Ending Balance,3130201,Iowa
KEOKUK,2022,Total Requirements,17418905,Iowa
KEOKUK,2012,Total Expenditures,11619661,Iowa
KEOKUK,2012,Total Ending Balance,4643038,Iowa
KEOKUK,2012,Total Requirements,16262699,Iowa
KEOKUK,2026,Total Expenditures,15597780,Iowa
KEOKUK,2026,Total Ending Balance,5015454,Iowa
KEOKUK,2026,Total Requirements,20613234,Iowa
KEOKUK,2005,Total Expenditures,10439472,Iowa
KEOKUK,2005,Total Ending Balance,2133040,Iowa
KEOKUK,2005,Total Requirements,12572512,Iowa
KEOKUK,2011,Total Expenditures,10416294,Iowa
KEOKUK,2011,Total Ending Balance,5610587,Iowa
KEOKUK,2011,Total Requirements,16026881,Iowa
KEOKUK,2017,Total Expenditures,13999911,Iowa
KEOKUK,2017,Total Ending Balance,2982768,Iowa
KEOKUK,2017,Total Requirements,16982679,Iowa
KEOKUK,2025,Total Expenditures,16046725,Iowa
KEOKUK,2025,Total Ending Balance,4090074,Iowa
KEOKUK,2025,Total Requirements,20136799,Iowa
KEOKUK,2008,Total Expenditures,10034095,Iowa
KEOKUK,2008,Total Ending Balance,3409912,Iowa
KEOKUK,2008,Total Requirements,13444007,Iowa
KEOKUK,2015,Total Expenditures,11245366,Iowa
KEOKUK,2015,Total Ending Balance,3334918,Iowa
KEOKUK,2015,Total Requirements,14580284,Iowa
KEOKUK,2019,Total Expenditures,16558196,Iowa
KEOKUK,2019,Total Ending Balance,3440448,Iowa
KEOKUK,2019,Total Requirements,19998644,Iowa
KEOKUK,2007,Total Expenditures,9408764,Iowa
KEOKUK,2007,Total Ending Balance,2804610,Iowa
KEOKUK,2007,Total Requirements,12213374,Iowa
KEOKUK,2014,Total Expenditures,10840731,Iowa
KEOKUK,2014,Total Ending Balance,3691656,Iowa
KEOKUK,2014,Total Requirements,14532387,Iowa
KEOKUK,2010,Total Expenditures,9998747,Iowa
KEOKUK,2010,Total Ending Balance,5291954,Iowa
KEOKUK,2010,Total Requirements,15290701,Iowa
KEOKUK,2018,Total Expenditures,13941373,Iowa
KEOKUK,2018,Total Ending Balance,4005817,Iowa
KEOKUK,2018,Total Requirements,17947190,Iowa
KEOKUK,2021,Total Expenditures,13993608,Iowa
KEOKUK,2021,Total Ending Balance,3658567,Iowa
KEOKUK,2021,Total Requirements,17652175,Iowa
KEOKUK,2020,Total Expenditures,15608277,Iowa
KEOKUK,2020,Total Ending Balance,3055079,Iowa
KEOKUK,2020,Total Requirements,18663356,Iowa
KEOKUK,2024,Total Expenditures,16061300,Iowa
KEOKUK,2024,Total Ending Balance,3544158,Iowa
KEOKUK,2024,Total Requirements,19605458,Iowa
KEOKUK,2013,Total Expenditures,12396933,Iowa
KEOKUK,2013,Total Ending Balance,3508940,Iowa
KEOKUK,2013,Total Requirements,15905873,Iowa
KOSSUTH,2013,Total Expenditures,19933084,Iowa
KOSSUTH,2013,Total Ending Balance,7056384,Iowa
KOSSUTH,2013,Total Requirements,26989468,Iowa
KOSSUTH,2012,Total Expenditures,19818054,Iowa
KOSSUTH,2012,Total Ending Balance,7101547,Iowa
KOSSUTH,2012,Total Requirements,26919601,Iowa
KOSSUTH,2014,Total Expenditures,19813791,Iowa
KOSSUTH,2014,Total Ending Balance,6494843,Iowa
KOSSUTH,2014,Total Requirements,26308634,Iowa
KOSSUTH,2006,Total Expenditures,17691160,Iowa
KOSSUTH,2006,Total Ending Balance,4274301,Iowa
KOSSUTH,2006,Total Requirements,21965461,Iowa
KOSSUTH,2024,Total Expenditures,29122529,Iowa
KOSSUTH,2024,Total Ending Balance,9096342,Iowa
KOSSUTH,2024,Total Requirements,38218871,Iowa
KOSSUTH,2025,Total Expenditures,28825508,Iowa
KOSSUTH,2025,Total Ending Balance,7327291,Iowa
KOSSUTH,2025,Total Requirements,36152799,Iowa
KOSSUTH,2017,Total Expenditures,21633789,Iowa
KOSSUTH,2017,Total Ending Balance,6555773,Iowa
KOSSUTH,2017,Total Requirements,28189562,Iowa
KOSSUTH,2026,Total Expenditures,32037913,Iowa
KOSSUTH,2026,Total Ending Balance,11320997,Iowa
KOSSUTH,2026,Total Requirements,43358910,Iowa
KOSSUTH,2007,Total Expenditures,17574972,Iowa
KOSSUTH,2007,Total Ending Balance,4797320,Iowa
KOSSUTH,2007,Total Requirements,22372292,Iowa
KOSSUTH,2023,Total Expenditures,30008506,Iowa
KOSSUTH,2023,Total Ending Balance,6479621,Iowa
KOSSUTH,2023,Total Requirements,36488127,Iowa
KOSSUTH,2016,Total Expenditures,21144212,Iowa
KOSSUTH,2016,Total Ending Balance,6498227,Iowa
KOSSUTH,2016,Total Requirements,27642439,Iowa
KOSSUTH,2020,Total Expenditures,23750806,Iowa
KOSSUTH,2020,Total Ending Balance,7211084,Iowa
KOSSUTH,2020,Total Requirements,30961890,Iowa
KOSSUTH,2005,Total Expenditures,17560378,Iowa
KOSSUTH,2005,Total Ending Balance,3369558,Iowa
KOSSUTH,2005,Total Requirements,20929936,Iowa
KOSSUTH,2021,Total Expenditures,25837213,Iowa
KOSSUTH,2021,Total Ending Balance,6738212,Iowa
KOSSUTH,2021,Total Requirements,32575425,Iowa
KOSSUTH,2015,Total Expenditures,20257370,Iowa
KOSSUTH,2015,Total Ending Balance,6233788,Iowa
KOSSUTH,2015,Total Requirements,26491158,Iowa
KOSSUTH,2011,Total Expenditures,19551550,Iowa
KOSSUTH,2011,Total Ending Balance,6267808,Iowa
KOSSUTH,2011,Total Requirements,25819358,Iowa
KOSSUTH,2009,Total Expenditures,18286008,Iowa
KOSSUTH,2009,Total Ending Balance,4239636,Iowa
KOSSUTH,2009,Total Requirements,22525644,Iowa
KOSSUTH,2018,Total Expenditures,22814978,Iowa
KOSSUTH,2018,Total Ending Balance,7412931,Iowa
KOSSUTH,2018,Total Requirements,30227909,Iowa
KOSSUTH,2008,Total Expenditures,17461482,Iowa
KOSSUTH,2008,Total Ending Balance,5130158,Iowa
KOSSUTH,2008,Total Requirements,22591640,Iowa
KOSSUTH,2019,Total Expenditures,22606277,Iowa
KOSSUTH,2019,Total Ending Balance,6983126,Iowa
KOSSUTH,2019,Total Requirements,29589403,Iowa
KOSSUTH,2010,Total Expenditures,19639777,Iowa
KOSSUTH,2010,Total Ending Balance,5508096,Iowa
KOSSUTH,2010,Total Requirements,25147873,Iowa
KOSSUTH,2022,Total Expenditures,26552326,Iowa
KOSSUTH,2022,Total Ending Balance,6244803,Iowa
KOSSUTH,2022,Total Requirements,32797129,Iowa
LEE,2008,Total Expenditures,23020456,Iowa
LEE,2008,Total Ending Balance,5305519,Iowa
LEE,2008,Total Requirements,28325975,Iowa
LEE,2025,Total Expenditures,43405567,Iowa
LEE,2025,Total Ending Balance,10689680,Iowa
LEE,2025,Total Requirements,54095247,Iowa
LEE,2010,Total Expenditures,25993134,Iowa
LEE,2010,Total Ending Balance,5973870,Iowa
LEE,2010,Total Requirements,31967004,Iowa
LEE,2018,Total Expenditures,27276322,Iowa
LEE,2018,Total Ending Balance,10603136,Iowa
LEE,2018,Total Requirements,37879458,Iowa
LEE,2017,Total Expenditures,26621255,Iowa
LEE,2017,Total Ending Balance,10391138,Iowa
LEE,2017,Total Requirements,37012393,Iowa
LEE,2019,Total Expenditures,27844960,Iowa
LEE,2019,Total Ending Balance,8721093,Iowa
LEE,2019,Total Requirements,36566053,Iowa
LEE,2007,Total Expenditures,23794510,Iowa
LEE,2007,Total Ending Balance,3593111,Iowa
LEE,2007,Total Requirements,27387621,Iowa
LEE,2013,Total Expenditures,26231634,Iowa
LEE,2013,Total Ending Balance,6975972,Iowa
LEE,2013,Total Requirements,33207606,Iowa
LEE,2023,Total Expenditures,41713521,Iowa
LEE,2023,Total Ending Balance,11060165,Iowa
LEE,2023,Total Requirements,52773686,Iowa
LEE,2024,Total Expenditures,41765708,Iowa
LEE,2024,Total Ending Balance,13283410,Iowa
LEE,2024,Total Requirements,55049118,Iowa
LEE,2020,Total Expenditures,30029476,Iowa
LEE,2020,Total Ending Balance,9046685,Iowa
LEE,2020,Total Requirements,39076161,Iowa
LEE,2026,Total Expenditures,44739839,Iowa
LEE,2026,Total Ending Balance,15550153,Iowa
LEE,2026,Total Requirements,60289992,Iowa
LEE,2009,Total Expenditures,27388778,Iowa
LEE,2009,Total Ending Balance,7926748,Iowa
LEE,2009,Total Requirements,35315526,Iowa
LEE,2016,Total Expenditures,32510196,Iowa
LEE,2016,Total Ending Balance,7794629,Iowa
LEE,2016,Total Requirements,40304825,Iowa
LEE,2011,Total Expenditures,24843841,Iowa
LEE,2011,Total Ending Balance,6017621,Iowa
LEE,2011,Total Requirements,30861462,Iowa
LEE,2022,Total Expenditures,40338281,Iowa
LEE,2022,Total Ending Balance,9354741,Iowa
LEE,2022,Total Requirements,49693022,Iowa
LEE,2006,Total Expenditures,22363266,Iowa
LEE,2006,Total Ending Balance,3622345,Iowa
LEE,2006,Total Requirements,25985611,Iowa
LEE,2012,Total Expenditures,25647784,Iowa
LEE,2012,Total Ending Balance,5040411,Iowa
LEE,2012,Total Requirements,30688195,Iowa
LEE,2021,Total Expenditures,32307454,Iowa
LEE,2021,Total Ending Balance,8956440,Iowa
LEE,2021,Total Requirements,41263894,Iowa
LEE,2014,Total Expenditures,33867944,Iowa
LEE,2014,Total Ending Balance,6128010,Iowa
LEE,2014,Total Requirements,39995954,Iowa
LEE,2005,Total Expenditures,22877544,Iowa
LEE,2005,Total Ending Balance,3561698,Iowa
LEE,2005,Total Requirements,26439242,Iowa
LEE,2015,Total Expenditures,39607243,Iowa
LEE,2015,Total Ending Balance,6291418,Iowa
LEE,2015,Total Requirements,45898661,Iowa
LINN,2005,Total Expenditures,92184587,Iowa
LINN,2005,Total Ending Balance,16333094,Iowa
LINN,2005,Total Requirements,108517681,Iowa
LINN,2021,Total Expenditures,151566643,Iowa
LINN,2021,Total Ending Balance,36724702,Iowa
LINN,2021,Total Requirements,188291345,Iowa
LINN,2015,Total Expenditures,133516940,Iowa
LINN,2015,Total Ending Balance,24416193,Iowa
LINN,2015,Total Requirements,157933133,Iowa
LINN,2008,Total Expenditures,109559484,Iowa
LINN,2008,Total Ending Balance,21162383,Iowa
LINN,2008,Total Requirements,130721867,Iowa
LINN,2009,Total Expenditures,117028056,Iowa
LINN,2009,Total Ending Balance,19328598,Iowa
LINN,2009,Total Requirements,136356654,Iowa
LINN,2018,Total Expenditures,129649200,Iowa
LINN,2018,Total Ending Balance,39902097,Iowa
LINN,2018,Total Requirements,169551297,Iowa
LINN,2010,Total Expenditures,131207800,Iowa
LINN,2010,Total Ending Balance,13597494,Iowa
LINN,2010,Total Requirements,144805294,Iowa
LINN,2020,Total Expenditures,183394243,Iowa
LINN,2020,Total Ending Balance,39305434,Iowa
LINN,2020,Total Requirements,222699677,Iowa
LINN,2011,Total Expenditures,135379911,Iowa
LINN,2011,Total Ending Balance,19153656,Iowa
LINN,2011,Total Requirements,154533567,Iowa
LINN,2022,Total Expenditures,156248656,Iowa
LINN,2022,Total Ending Balance,39520578,Iowa
LINN,2022,Total Requirements,195769234,Iowa
LINN,2024,Total Expenditures,176371416,Iowa
LINN,2024,Total Ending Balance,57777256,Iowa
LINN,2024,Total Requirements,234148672,Iowa
LINN,2014,Total Expenditures,125347916,Iowa
LINN,2014,Total Ending Balance,23841219,Iowa
LINN,2014,Total Requirements,149189135,Iowa
LINN,2013,Total Expenditures,134821424,Iowa
LINN,2013,Total Ending Balance,19950842,Iowa
LINN,2013,Total Requirements,154772266,Iowa
LINN,2023,Total Expenditures,180491235,Iowa
LINN,2023,Total Ending Balance,64340801,Iowa
LINN,2023,Total Requirements,244832036,Iowa
LINN,2006,Total Expenditures,95001931,Iowa
LINN,2006,Total Ending Balance,19227914,Iowa
LINN,2006,Total Requirements,114229845,Iowa
LINN,2012,Total Expenditures,144245927,Iowa
LINN,2012,Total Ending Balance,21214133,Iowa
LINN,2012,Total Requirements,165460060,Iowa
LINN,2016,Total Expenditures,123840414,Iowa
LINN,2016,Total Ending Balance,27939982,Iowa
LINN,2016,Total Requirements,151780396,Iowa
LINN,2026,Total Expenditures,197900481,Iowa
LINN,2026,Total Ending Balance,75065396,Iowa
LINN,2026,Total Requirements,272965877,Iowa
LINN,2017,Total Expenditures,129232764,Iowa
LINN,2017,Total Ending Balance,37775142,Iowa
LINN,2017,Total Requirements,167007906,Iowa
LINN,2025,Total Expenditures,186545534,Iowa
LINN,2025,Total Ending Balance,61533191,Iowa
